ACTOR_ID,INCIDENT_ID,ACTOR_TYPE,ACTOR_PATTERN
7036,7036,Unknown,Everything Else
7037,7037,Internal,Privilege Misuse
7038,7038,External,Everything Else
7039,7039,Internal,Privilege Misuse
7040,7040,Internal,Miscellaneous Errors
7041,7041,External,Web Applications
7042,7042,Partner,Miscellaneous Errors
7043,7043,Internal,Miscellaneous Errors
7044,7044,External,Web Applications
7045,7045,External,Denial of Service
7046,7046,External,Web Applications
7047,7047,External,Everything Else
7048,7048,Unknown,Everything Else
7049,7049,Internal,Everything Else
7050,7050,Internal,Miscellaneous Errors
7051,7051,Internal,Lost and Stolen Assets
7052,7052,Internal,Privilege Misuse
7053,7053,Internal,Miscellaneous Errors
7054,7054,External,Crimeware
7055,7055,Internal,Privilege Misuse
7056,7056,External,Denial of Service
7057,7057,External,Everything Else
7058,7058,Internal,Miscellaneous Errors
7059,7059,Internal,Miscellaneous Errors
7060,7060,Internal,Privilege Misuse
7061,7061,Internal,Lost and Stolen Assets
7062,7062,Partner,Privilege Misuse
7063,7063,External,Lost and Stolen Assets
7064,7064,External,Lost and Stolen Assets
7065,7065,External,Lost and Stolen Assets
7066,7066,Internal,Miscellaneous Errors
7067,7067,External,Lost and Stolen Assets
7068,7068,External,Everything Else
7069,7069,External,Payment Card Skimmers
7070,7070,Internal,Miscellaneous Errors
7071,7071,External,Web Applications
7072,7072,External,Web Applications
7073,7073,External,Crimeware
7074,7074,External,Web Applications
7075,7075,External,Web Applications
7076,7076,External Partner,Miscellaneous Errors
7077,7077,Internal,Miscellaneous Errors
7078,7078,Internal,Miscellaneous Errors
7079,7079,External,Lost and Stolen Assets
7080,7080,Internal,Privilege Misuse
7081,7081,External,Lost and Stolen Assets
7082,7082,External,Lost and Stolen Assets
7083,7083,External,Web Applications
7084,7084,External,Denial of Service
7085,7085,Internal,Privilege Misuse
7086,7086,External Partner,Miscellaneous Errors
7087,7087,Unknown,Everything Else
7088,7088,External,Lost and Stolen Assets
7089,7089,External,Web Applications
7090,7090,External,Privilege Misuse
7091,7091,External,Everything Else
7092,7092,External,Everything Else
7093,7093,External,Payment Card Skimmers
7094,7094,External,Denial of Service
7095,7095,External Internal,Privilege Misuse
7096,7096,Internal,Privilege Misuse
7097,7097,External,Everything Else
7098,7098,External,Web Applications
7099,7099,External,Lost and Stolen Assets
7100,7100,External,Crimeware
7101,7101,Partner,Lost and Stolen Assets
7102,7102,External Internal,Privilege Misuse
7103,7103,External,Crimeware
7104,7104,External,Lost and Stolen Assets
7105,7105,Internal,Miscellaneous Errors
7106,7106,External,Lost and Stolen Assets
7107,7107,Internal,Lost and Stolen Assets
7108,7108,External,Web Applications
7109,7109,External,Everything Else
7110,7110,Internal,Privilege Misuse
7111,7111,External,Everything Else
7112,7112,Internal,Privilege Misuse
7113,7113,Internal,Miscellaneous Errors
7114,7114,Internal,Privilege Misuse
7115,7115,Internal,Privilege Misuse
7116,7116,Internal,Miscellaneous Errors
7117,7117,Internal,Miscellaneous Errors
7118,7118,External,Everything Else
7119,7119,External,Web Applications
7120,7120,External,Web Applications
7121,7121,Internal,Privilege Misuse
7122,7122,Internal,Miscellaneous Errors
7123,7123,External,Everything Else
7124,7124,External,Lost and Stolen Assets
7125,7125,External,Lost and Stolen Assets
7126,7126,External,Lost and Stolen Assets
7127,7127,Internal,Miscellaneous Errors
7128,7128,Internal,Miscellaneous Errors
7129,7129,Internal,Privilege Misuse
7130,7130,Internal,Privilege Misuse
7131,7131,Internal,Miscellaneous Errors
7132,7132,Internal,Miscellaneous Errors
7133,7133,Internal,Privilege Misuse
7134,7134,Internal,Lost and Stolen Assets
7135,7135,External,Lost and Stolen Assets
7136,7136,External,Lost and Stolen Assets
7137,7137,External,Everything Else
7138,7138,External,Denial of Service
7139,7139,External,Web Applications
7140,7140,External,Payment Card Skimmers
7141,7141,External,Payment Card Skimmers
7142,7142,Unknown,Everything Else
7143,7143,External,Everything Else
7144,7144,External,Everything Else
7145,7145,External,Point of Sale
7146,7146,External,Everything Else
7147,7147,External,Web Applications
7148,7148,Internal,Lost and Stolen Assets
7149,7149,Partner,Privilege Misuse
7150,7150,External,Web Applications
7151,7151,External,Crimeware
7152,7152,Internal,Miscellaneous Errors
7153,7153,Internal,Lost and Stolen Assets
7154,7154,Internal,Miscellaneous Errors
7155,7155,Internal,Privilege Misuse
7156,7156,Internal,Privilege Misuse
7157,7157,External,Privilege Misuse
7158,7158,External,Everything Else
7159,7159,External,Payment Card Skimmers
7160,7160,External,Everything Else
7161,7161,External,Everything Else
7162,7162,Unknown,Everything Else
7163,7163,External,Everything Else
7164,7164,External,Point of Sale
7165,7165,External Internal,Web Applications
7166,7166,Unknown,Everything Else
7167,7167,Internal,Miscellaneous Errors
7168,7168,External,Lost and Stolen Assets
7169,7169,External,Payment Card Skimmers
7170,7170,Internal,Miscellaneous Errors
7171,7171,Internal,Privilege Misuse
7172,7172,Internal,Miscellaneous Errors
7173,7173,External,Lost and Stolen Assets
7174,7174,Internal,Lost and Stolen Assets
7175,7175,External,Web Applications
7176,7176,Internal,Miscellaneous Errors
7177,7177,Internal,Miscellaneous Errors
7178,7178,Internal,Privilege Misuse
7179,7179,Internal,Privilege Misuse
7180,7180,External,Web Applications
7181,7181,Internal,Miscellaneous Errors
7182,7182,External,Lost and Stolen Assets
7183,7183,External,Web Applications
7184,7184,Internal,Miscellaneous Errors
7185,7185,External,Web Applications
7186,7186,Partner,Lost and Stolen Assets
7187,7187,External Internal,Web Applications
7188,7188,External,Web Applications
7189,7189,Internal,Miscellaneous Errors
7190,7190,External,Everything Else
7191,7191,External,Lost and Stolen Assets
7192,7192,External,Crimeware
7193,7193,Internal,Miscellaneous Errors
7194,7194,External,Denial of Service
7195,7195,External,Lost and Stolen Assets
7196,7196,Internal,Miscellaneous Errors
7197,7197,External,Lost and Stolen Assets
7198,7198,Internal,Miscellaneous Errors
7199,7199,External,Lost and Stolen Assets
7200,7200,Internal,Privilege Misuse
7201,7201,Internal,Miscellaneous Errors
7202,7202,External,Everything Else
7203,7203,External,Everything Else
7204,7204,Internal,Miscellaneous Errors
7205,7205,Internal,Privilege Misuse
7206,7206,Internal,Privilege Misuse
7207,7207,External,Payment Card Skimmers
7208,7208,Unknown,Everything Else
7209,7209,Unknown,Everything Else
7210,7210,Internal,Privilege Misuse
7211,7211,External,Web Applications
7212,7212,Internal,Privilege Misuse
7213,7213,Internal,Privilege Misuse
7214,7214,Internal,Miscellaneous Errors
7215,7215,External,Web Applications
7216,7216,External,Lost and Stolen Assets
7217,7217,Internal,Miscellaneous Errors
7218,7218,External,Crimeware
7219,7219,Partner,Miscellaneous Errors
7220,7220,Internal,Miscellaneous Errors
7221,7221,External Internal,Privilege Misuse
7222,7222,External,Point of Sale
7223,7223,External,Everything Else
7224,7224,External,Payment Card Skimmers
7225,7225,Internal,Privilege Misuse
7226,7226,Internal,Lost and Stolen Assets
7227,7227,External Internal,Privilege Misuse
7228,7228,External,Miscellaneous Errors
7229,7229,External,Everything Else
7230,7230,External,Everything Else
7231,7231,Internal,Miscellaneous Errors
7232,7232,Internal,Privilege Misuse
7233,7233,External Internal,Lost and Stolen Assets
7234,7234,Unknown,Everything Else
7235,7235,External,Payment Card Skimmers
7236,7236,External,Lost and Stolen Assets
7237,7237,External,Cyber-Espionage
7238,7238,Internal,Miscellaneous Errors
7239,7239,Internal,Miscellaneous Errors
7240,7240,External,Point of Sale
7241,7241,Internal,Miscellaneous Errors
7242,7242,External,Denial of Service
7243,7243,Internal,Miscellaneous Errors
7244,7244,External,Everything Else
7245,7245,Internal,Privilege Misuse
7246,7246,External,Everything Else
7247,7247,External,Privilege Misuse
7248,7248,External Internal,Miscellaneous Errors
7249,7249,External,Lost and Stolen Assets
7250,7250,Internal Unknown,Web Applications
7251,7251,External,Everything Else
7252,7252,External,Privilege Misuse
7253,7253,External,Payment Card Skimmers
7254,7254,External,Lost and Stolen Assets
7255,7255,Internal,Miscellaneous Errors
7256,7256,Internal,Miscellaneous Errors
7257,7257,External,Payment Card Skimmers
7258,7258,Internal,Miscellaneous Errors
7259,7259,Partner,Miscellaneous Errors
7260,7260,Internal,Privilege Misuse
7261,7261,Internal,Privilege Misuse
7262,7262,Internal,Privilege Misuse
7263,7263,Partner,Lost and Stolen Assets
7264,7264,External,Crimeware
7265,7265,Partner,Miscellaneous Errors
7266,7266,Internal,Miscellaneous Errors
7267,7267,Internal,Privilege Misuse
7268,7268,Internal,Privilege Misuse
7269,7269,Internal,Miscellaneous Errors
7270,7270,Unknown,Everything Else
7271,7271,Unknown,Lost and Stolen Assets
7272,7272,External,Lost and Stolen Assets
7273,7273,External,Lost and Stolen Assets
7274,7274,External,Everything Else
7275,7275,External,Everything Else
7276,7276,Internal,Privilege Misuse
7277,7277,External,Web Applications
7278,7278,External Internal,Web Applications
7279,7279,Internal,Miscellaneous Errors
7280,7280,External,Everything Else
7281,7281,Internal,Privilege Misuse
7282,7282,External,Lost and Stolen Assets
7283,7283,External,Point of Sale
7284,7284,External,Web Applications
7285,7285,Internal,Privilege Misuse
7286,7286,Internal,Privilege Misuse
7287,7287,External,Everything Else
7288,7288,Partner,Miscellaneous Errors
7289,7289,External,Crimeware
7290,7290,External,Cyber-Espionage
7291,7291,External,Lost and Stolen Assets
7292,7292,Internal,Miscellaneous Errors
7293,7293,Partner,Miscellaneous Errors
7294,7294,External,Lost and Stolen Assets
7295,7295,External,Web Applications
7296,7296,External,Payment Card Skimmers
7297,7297,External,Crimeware
7298,7298,External Internal,Privilege Misuse
7299,7299,Internal,Miscellaneous Errors
7300,7300,Internal,Miscellaneous Errors
7301,7301,Internal,Miscellaneous Errors
7302,7302,Internal,Privilege Misuse
7303,7303,Internal,Privilege Misuse
7304,7304,Internal,Miscellaneous Errors
7305,7305,External,Web Applications
7306,7306,Internal,Miscellaneous Errors
7307,7307,Unknown,Web Applications
7308,7308,Internal,Privilege Misuse
7309,7309,Partner,Miscellaneous Errors
7310,7310,External,Crimeware
7311,7311,Internal,Privilege Misuse
7312,7312,Internal,Miscellaneous Errors
7313,7313,External,Payment Card Skimmers
7314,7314,External,Everything Else
7315,7315,Unknown,Everything Else
7316,7316,External,Lost and Stolen Assets
7317,7317,Internal,Lost and Stolen Assets
7318,7318,Internal,Miscellaneous Errors
7319,7319,Internal,Miscellaneous Errors
7320,7320,External,Payment Card Skimmers
7321,7321,External,Crimeware
7322,7322,Internal,Privilege Misuse
7323,7323,External,Everything Else
7324,7324,Internal,Miscellaneous Errors
7325,7325,External,Lost and Stolen Assets
7326,7326,External,Lost and Stolen Assets
7327,7327,Internal,Miscellaneous Errors
7328,7328,Internal,Privilege Misuse
7329,7329,Internal,Privilege Misuse
7330,7330,External,Lost and Stolen Assets
7331,7331,Internal,Privilege Misuse
7332,7332,Internal,Lost and Stolen Assets
7333,7333,External,Lost and Stolen Assets
7334,7334,External,Lost and Stolen Assets
7335,7335,External,Crimeware
7336,7336,Internal,Privilege Misuse
7337,7337,Internal,Miscellaneous Errors
7338,7338,External,Point of Sale
7339,7339,External,Point of Sale
7340,7340,Unknown,Everything Else
7341,7341,Partner,Miscellaneous Errors
7342,7342,External,Payment Card Skimmers
7343,7343,External,Everything Else
7344,7344,External,Payment Card Skimmers
7345,7345,External,Everything Else
7346,7346,External,Web Applications
7347,7347,Internal,Miscellaneous Errors
7348,7348,External,Lost and Stolen Assets
7349,7349,External,Payment Card Skimmers
7350,7350,External,Web Applications
7351,7351,External,Everything Else
7352,7352,Internal,Miscellaneous Errors
7353,7353,Unknown,Everything Else
7354,7354,External,Lost and Stolen Assets
7355,7355,External,Everything Else
7356,7356,External,Web Applications
7357,7357,External,Lost and Stolen Assets
7358,7358,External,Everything Else
7359,7359,External,Lost and Stolen Assets
7360,7360,External,Payment Card Skimmers
7361,7361,Internal,Miscellaneous Errors
7362,7362,External,Denial of Service
7363,7363,Partner,Miscellaneous Errors
7364,7364,Internal,Miscellaneous Errors
7365,7365,Internal,Miscellaneous Errors
7366,7366,Internal,Miscellaneous Errors
7367,7367,External,Everything Else
7368,7368,Internal,Lost and Stolen Assets
7369,7369,Partner,Lost and Stolen Assets
7370,7370,External,Everything Else
7371,7371,Internal,Privilege Misuse
7372,7372,External,Lost and Stolen Assets
7373,7373,External,Crimeware
7374,7374,External,Everything Else
7375,7375,External,Everything Else
7376,7376,External,Cyber-Espionage
7377,7377,External,Web Applications
7378,7378,External,Crimeware
7379,7379,Internal,Miscellaneous Errors
7380,7380,External,Lost and Stolen Assets
7381,7381,Internal,Lost and Stolen Assets
7382,7382,External Internal,Privilege Misuse
7383,7383,External,Everything Else
7384,7384,Internal,Privilege Misuse
7385,7385,External,Everything Else
7386,7386,Internal,Miscellaneous Errors
7387,7387,External,Payment Card Skimmers
7388,7388,Internal,Miscellaneous Errors
7389,7389,Internal,Privilege Misuse
7390,7390,Internal,Privilege Misuse
7391,7391,External,Everything Else
7392,7392,External,Lost and Stolen Assets
7393,7393,Internal,Privilege Misuse
7394,7394,Internal,Privilege Misuse
7395,7395,External,Everything Else
7396,7396,External,Everything Else
7397,7397,Internal,Miscellaneous Errors
7398,7398,Internal,Privilege Misuse
7399,7399,Partner,Miscellaneous Errors
7400,7400,External,Cyber-Espionage
7401,7401,Unknown,Everything Else
7402,7402,External,Everything Else
7403,7403,Internal,Miscellaneous Errors
7404,7404,Internal,Miscellaneous Errors
7405,7405,External,Web Applications
7406,7406,External,Cyber-Espionage
7407,7407,Internal,Miscellaneous Errors
7408,7408,External,Denial of Service
7409,7409,Internal,Privilege Misuse
7410,7410,Partner,Miscellaneous Errors
7411,7411,External,Lost and Stolen Assets
7412,7412,External,Payment Card Skimmers
7413,7413,Internal,Privilege Misuse
7414,7414,Internal,Privilege Misuse
7415,7415,Unknown,Everything Else
7416,7416,External,Lost and Stolen Assets
7417,7417,Internal,Miscellaneous Errors
7418,7418,External,Point of Sale
7419,7419,External,Web Applications
7420,7420,External,Everything Else
7421,7421,Internal,Privilege Misuse
7422,7422,Internal Partner,Privilege Misuse
7423,7423,External,Lost and Stolen Assets
7424,7424,Internal,Privilege Misuse
7425,7425,Internal,Privilege Misuse
7426,7426,Internal,Lost and Stolen Assets
7427,7427,External,Lost and Stolen Assets
7428,7428,Internal,Privilege Misuse
7429,7429,External,Lost and Stolen Assets
7430,7430,Internal,Privilege Misuse
7431,7431,Internal,Lost and Stolen Assets
7432,7432,Internal,Miscellaneous Errors
7433,7433,External,Web Applications
7434,7434,Internal,Miscellaneous Errors
7435,7435,External,Web Applications
7436,7436,Internal,Privilege Misuse
7437,7437,Internal,Miscellaneous Errors
7438,7438,External,Lost and Stolen Assets
7439,7439,Internal,Privilege Misuse
7440,7440,Internal,Lost and Stolen Assets
7441,7441,External,Payment Card Skimmers
7442,7442,Internal,Privilege Misuse
7443,7443,Internal,Miscellaneous Errors
7444,7444,Internal,Miscellaneous Errors
7445,7445,External,Web Applications
7446,7446,Partner,Miscellaneous Errors
7447,7447,Internal,Miscellaneous Errors
7448,7448,Internal,Privilege Misuse
7449,7449,External,Web Applications
7450,7450,Unknown,Everything Else
7451,7451,External,Cyber-Espionage
7452,7452,External,Lost and Stolen Assets
7453,7453,External,Web Applications
7454,7454,Internal,Miscellaneous Errors
7455,7455,External,Web Applications
7456,7456,External,Lost and Stolen Assets
7457,7457,Internal,Miscellaneous Errors
7458,7458,External,Lost and Stolen Assets
7459,7459,Internal,Miscellaneous Errors
